Gmt time,Open,High,Low,Close,Volume
01.06.2018 00:00:00.000,1.16922,1.16933,1.16893,1.16899,966.9399999999999
01.06.2018 00:05:00.000,1.16899,1.16906,1.16886,1.16902,456.36
01.06.2018 00:10:00.000,1.16901,1.16902,1.16868,1.16872,605.06
01.06.2018 00:15:00.000,1.16871,1.16882,1.16861,1.16878,596.5
01.06.2018 00:20:00.000,1.16877,1.16879,1.16859,1.16868,459.95
01.06.2018 00:25:00.000,1.16868,1.16881,1.16860,1.16866,445.15999999999997
01.06.2018 00:30:00.000,1.16866,1.16891,1.16858,1.16888,543.31
01.06.2018 00:35:00.000,1.16887,1.16903,1.16876,1.16897,492.53000000000003
01.06.2018 00:40:00.000,1.16898,1.16911,1.16881,1.16907,510.18
01.06.2018 00:45:00.000,1.16907,1.16925,1.16902,1.16923,627.14
01.06.2018 00:50:00.000,1.16924,1.16931,1.16910,1.16910,681.63
01.06.2018 00:55:00.000,1.16913,1.16946,1.16909,1.16938,905.72
01.06.2018 01:00:00.000,1.16937,1.16962,1.16932,1.16939,1147.04
01.06.2018 01:05:00.000,1.16939,1.16955,1.16930,1.16943,641.65
01.06.2018 01:10:00.000,1.16943,1.16959,1.16931,1.16955,861.3700000000001
01.06.2018 01:15:00.000,1.16954,1.16958,1.16886,1.16887,1182.3700000000001
01.06.2018 01:20:00.000,1.16887,1.16892,1.16871,1.16883,1132.4700000000003
01.06.2018 01:25:00.000,1.16882,1.16922,1.16881,1.16903,639.05
01.06.2018 01:30:00.000,1.16903,1.16914,1.16891,1.16904,586.75
01.06.2018 01:35:00.000,1.16903,1.16960,1.16903,1.16958,624.17
01.06.2018 01:40:00.000,1.16960,1.16961,1.16912,1.16941,912.4899999999999
01.06.2018 01:45:00.000,1.16940,1.16944,1.16899,1.16928,754.3799999999999
01.06.2018 01:50:00.000,1.16927,1.16956,1.16916,1.16956,664.07
01.06.2018 01:55:00.000,1.16956,1.16956,1.16919,1.16922,906.1199999999999
01.06.2018 02:00:00.000,1.16924,1.16929,1.16902,1.16923,538.14
01.06.2018 02:05:00.000,1.16923,1.16934,1.16902,1.16913,623.1700000000001
01.06.2018 02:10:00.000,1.16914,1.16924,1.16910,1.16914,660.3900000000001
01.06.2018 02:15:00.000,1.16913,1.16952,1.16913,1.16944,699.06
01.06.2018 02:20:00.000,1.16945,1.16965,1.16942,1.16955,627.7900000000001
01.06.2018 02:25:00.000,1.16955,1.16960,1.16942,1.16942,342.83
01.06.2018 02:30:00.000,1.16942,1.16964,1.16935,1.16964,824.8799999999999
01.06.2018 02:35:00.000,1.16964,1.16965,1.16917,1.16918,625.05
01.06.2018 02:40:00.000,1.16922,1.16945,1.16916,1.16944,401.39
01.06.2018 02:45:00.000,1.16943,1.16943,1.16923,1.16924,268.39
01.06.2018 02:50:00.000,1.16921,1.16929,1.16907,1.16916,466.97
01.06.2018 02:55:00.000,1.16916,1.16917,1.16839,1.16848,1142.55
01.06.2018 03:00:00.000,1.16848,1.16866,1.16819,1.16838,974.94
01.06.2018 03:05:00.000,1.16840,1.16863,1.16834,1.16851,698.93
01.06.2018 03:10:00.000,1.16853,1.16861,1.16833,1.16838,481.76
01.06.2018 03:15:00.000,1.16838,1.16841,1.16810,1.16814,567.99
01.06.2018 03:20:00.000,1.16814,1.16814,1.16770,1.16784,523.3499999999999
01.06.2018 03:25:00.000,1.16784,1.16814,1.16784,1.16812,494.71
01.06.2018 03:30:00.000,1.16814,1.16834,1.16805,1.16819,415.53000000000003
01.06.2018 03:35:00.000,1.16819,1.16820,1.16803,1.16810,343.01000000000005
01.06.2018 03:40:00.000,1.16810,1.16814,1.16798,1.16810,225.74
01.06.2018 03:45:00.000,1.16810,1.16815,1.16793,1.16815,290.55
01.06.2018 03:50:00.000,1.16814,1.16819,1.16803,1.16813,338.7
01.06.2018 03:55:00.000,1.16813,1.16826,1.16813,1.16820,326.55
01.06.2018 04:00:00.000,1.16821,1.16825,1.16810,1.16820,345.51
01.06.2018 04:05:00.000,1.16820,1.16822,1.16789,1.16794,328.09000000000003
01.06.2018 04:10:00.000,1.16795,1.16803,1.16789,1.16799,398.72
01.06.2018 04:15:00.000,1.16799,1.16815,1.16799,1.16810,254.7
01.06.2018 04:20:00.000,1.16809,1.16811,1.16803,1.16803,177.66000000000003
01.06.2018 04:25:00.000,1.16803,1.16812,1.16794,1.16803,310.51
01.06.2018 04:30:00.000,1.16804,1.16815,1.16788,1.16797,251.53000000000003
01.06.2018 04:35:00.000,1.16797,1.16798,1.16770,1.16778,335.54
01.06.2018 04:40:00.000,1.16779,1.16787,1.16779,1.16785,217.69
01.06.2018 04:45:00.000,1.16784,1.16794,1.16777,1.16782,356.90000000000003
01.06.2018 04:50:00.000,1.16782,1.16782,1.16758,1.16759,451.26
01.06.2018 04:55:00.000,1.16758,1.16782,1.16758,1.16780,463.28999999999996
01.06.2018 05:00:00.000,1.16781,1.16794,1.16726,1.16728,538
