Gmt time,Open,High,Low,Close,Volume
25.06.2018 07:50:00.000,1.16405,1.16415,1.16382,1.16409,1254.25
25.06.2018 07:55:00.000,1.16406,1.16459,1.16402,1.16442,1213.71
25.06.2018 08:00:00.000,1.16442,1.16591,1.16416,1.16588,2370.1000000000004
25.06.2018 08:05:00.000,1.16588,1.16600,1.16527,1.16541,1722.89
25.06.2018 08:10:00.000,1.16540,1.16560,1.16531,1.16537,1248.91
25.06.2018 08:15:00.000,1.16537,1.16620,1.16528,1.16600,1470.83
25.06.2018 08:20:00.000,1.16601,1.16700,1.16568,1.16683,1231.55
25.06.2018 08:25:00.000,1.16686,1.16711,1.16633,1.16640,1463.75
25.06.2018 08:30:00.000,1.16642,1.16654,1.16613,1.16620,1384.43
25.06.2018 08:35:00.000,1.16620,1.16649,1.16594,1.16613,1540.2099999999998
25.06.2018 08:40:00.000,1.16611,1.16639,1.16595,1.16596,1016.6499999999999
25.06.2018 08:45:00.000,1.16596,1.16615,1.16572,1.16605,1065.6100000000001
25.06.2018 08:50:00.000,1.16605,1.16605,1.16557,1.16571,1147
25.06.2018 08:55:00.000,1.16571,1.16643,1.16571,1.16592,1233.39
